slug,title,episode_date,episode_type,transcript_url,transcript_available,raw_segments,usable_segments,page_title,fetch_status,cache_path
top-five-world-war-ii-movies-and-blitz,"Top Five World War II Movies, and Blitz",2024-12-03,NA,https://podscripts.co/podcasts/the-big-picture/top-five-world-war-ii-movies-and-blitz,TRUE,428,427,"The Big Picture - Top Five World War II Movies, and Blitz",ok,NA
hot-frosty-and-moana-2-what-even-are-movies,Hot Frosty and Moana 2: What Even Are Movies?,2024-11-27,NA,https://podscripts.co/podcasts/the-big-picture/hot-frosty-and-moana-2-what-even-are-movies,TRUE,266,265,The Big Picture - Hot Frosty and Moana 2: What Even Are Movies?,ok,NA
wicked-is-a-sensation-but-is-it-good-plus-the-top-five-21st-century-musicals,Wicked Is a Sensation. But Is It Good? Plus: The Top Five 21st Century Musicals.,2024-11-25,NA,https://podscripts.co/podcasts/the-big-picture/wicked-is-a-sensation-but-is-it-good-plus-the-top-five-21st-century-musicals,TRUE,341,341,The Big Picture - Wicked Is a Sensation. But Is It Good? Plus: The Top Five 21st Century Musicals.,ok,NA
gladiator-ii-is-here-are-we-not-entertained,Gladiator II Is Here. Are We Not Entertained?,2024-11-22,NA,https://podscripts.co/podcasts/the-big-picture/gladiator-ii-is-here-are-we-not-entertained,TRUE,397,396,The Big Picture - Gladiator II Is Here. Are We Not Entertained?,ok,NA
is-red-one-the-worst-movie-of-the-year-plus-a-real-pain-with-jesse-eisenberg,Is Red One the Worst Movie of the Year? Plus: A Real Pain With Jesse Eisenberg!,2024-11-19,NA,https://podscripts.co/podcasts/the-big-picture/is-red-one-the-worst-movie-of-the-year-plus-a-real-pain-with-jesse-eisenberg,TRUE,252,252,The Big Picture - Is Red One the Worst Movie of the Year? Plus: A Real Pain With Jesse Eisenberg!,ok,NA
best-picture-power-rankings-plus-is-emilia-perez-really-a-front-runner,Best Picture Power Rankings. Plus: Is Emilia Prez Really a Front-Runner?,2024-11-15,NA,https://podscripts.co/podcasts/the-big-picture/best-picture-power-rankings-plus-is-emilia-perez-really-a-front-runner,TRUE,281,280,The Big Picture - Best Picture Power Rankings. Plus: Is Emilia Prez Really a Front-Runner?,ok,NA
the-clint-eastwood-mt-rushmore-and-the-curious-case-of-juror-no-2-plus-heretic,"The Clint Eastwood Mt. Rushmore, and the Curious Case ofJuror No. 2. Plus: Heretic!",2024-11-12,NA,https://podscripts.co/podcasts/the-big-picture/the-clint-eastwood-mt-rushmore-and-the-curious-case-of-juror-no-2-plus-heretic,TRUE,200,200,"The Big Picture - The Clint Eastwood Mt. Rushmore, and the Curious Case ofJuror No. 2. Plus: Heretic!",ok,NA
the-robert-zemeckis-hall-of-fame-and-here,"The Robert Zemeckis Hall of Fame, and Here",2024-11-08,NA,https://podscripts.co/podcasts/the-big-picture/the-robert-zemeckis-hall-of-fame-and-here,TRUE,274,274,"The Big Picture - The Robert Zemeckis Hall of Fame, and Here",ok,NA
the-presidential-movie-draft-with-griffin-newman-and-david-sims-of-blank-check,"The Presidential Movie Draft, With Griffin Newman and David Sims of 'Blank Check'",2024-11-05,NA,https://podscripts.co/podcasts/the-big-picture/the-presidential-movie-draft-with-griffin-newman-and-david-sims-of-blank-check,TRUE,494,492,"The Big Picture - The Presidential Movie Draft, With Griffin Newman and David Sims of 'Blank Check'",ok,NA
conclave-crackles-and-christopher-nolans-helicopter-movie-takes-off,"Conclave Crackles, and Christopher Nolans Helicopter Movie Takes Off",2024-11-01,NA,https://podscripts.co/podcasts/the-big-picture/conclave-crackles-and-christopher-nolans-helicopter-movie-takes-off,TRUE,336,334,"The Big Picture - Conclave Crackles, and Christopher Nolans Helicopter Movie Takes Off",ok,NA
venom-the-last-dance-and-2024s-comic-book-movie-nightmare-plus-the-wild-robot,Venom: The Last Dance and 2024s Comic Book Movie Nightmare. Plus: The Wild Robot!,2024-10-29,NA,https://podscripts.co/podcasts/the-big-picture/venom-the-last-dance-and-2024s-comic-book-movie-nightmare-plus-the-wild-robot,TRUE,297,295,The Big Picture - Venom: The Last Dance and 2024s Comic Book Movie Nightmare. Plus: The Wild Robot!,ok,NA
an-everything-but-movies-mailbag,An Everything-but-Movies Mailbag,2024-10-25,NA,https://podscripts.co/podcasts/the-big-picture/an-everything-but-movies-mailbag,TRUE,292,290,The Big Picture - An Everything-but-Movies Mailbag,ok,NA
the-slasher-movie-hall-of-fame-with-alex-ross-perry,"The Slasher Movie Hall of Fame, With Alex Ross Perry",2024-10-23,NA,https://podscripts.co/podcasts/the-big-picture/the-slasher-movie-hall-of-fame-with-alex-ross-perry,TRUE,450,449,"The Big Picture - The Slasher Movie Hall of Fame, With Alex Ross Perry",ok,NA
anora-is-pure-cinema-and-the-best-picture-race-is-completely-up-in-the-air,Anora Is Pure Cinema and the Best Picture Race Is Completely Up in the Air,2024-10-21,NA,https://podscripts.co/podcasts/the-big-picture/anora-is-pure-cinema-and-the-best-picture-race-is-completely-up-in-the-air,TRUE,235,233,The Big Picture - Anora Is Pure Cinema and the Best Picture Race Is Completely Up in the Air,ok,NA
terrifier-3-smile-2-and-the-10-best-horror-movies-of-2024,"Terrifier 3,Smile 2, and the 10 Best Horror Movies of 2024",2024-10-18,NA,https://podscripts.co/podcasts/the-big-picture/terrifier-3-smile-2-and-the-10-best-horror-movies-of-2024,TRUE,442,441,"The Big Picture - Terrifier 3,Smile 2, and the 10 Best Horror Movies of 2024",ok,NA
the-brutalist-the-best-movies-at-the-new-york-film-festival-and-the-apprentice-with-sebastian-stan,"The Brutalist, the Best Movies at the New York Film Festival, and The Apprentice' With Sebastian Stan!",2024-10-15,NA,https://podscripts.co/podcasts/the-big-picture/the-brutalist-the-best-movies-at-the-new-york-film-festival-and-the-apprentice-with-sebastian-stan,TRUE,293,292,"The Big Picture - The Brutalist, the Best Movies at the New York Film Festival, and The Apprentice' With Sebastian Stan!",ok,NA
its-saturday-night-plus-the-top-five-backstage-movies-and-piece-by-piece,Its Saturday Night! Plus: The Top Five Backstage Movies and Piece by Piece.,2024-10-11,NA,https://podscripts.co/podcasts/the-big-picture/its-saturday-night-plus-the-top-five-backstage-movies-and-piece-by-piece,TRUE,375,374,The Big Picture - Its Saturday Night! Plus: The Top Five Backstage Movies and Piece by Piece.,ok,NA
the-1996-movie-draft,The 1996 Movie Draft,2024-10-08,NA,https://podscripts.co/podcasts/the-big-picture/the-1996-movie-draft,TRUE,386,384,The Big Picture - The 1996 Movie Draft,ok,NA
joker-folie-a-deux-hates-you-will-you-return-the-favor,Joker: Folie Deux Hates You. Will You Return the Favor?,2024-10-04,NA,https://podscripts.co/podcasts/the-big-picture/joker-folie-a-deux-hates-you-will-you-return-the-favor,TRUE,288,286,The Big Picture - Joker: Folie Deux Hates You. Will You Return the Favor?,ok,NA
the-francis-ford-coppola-hall-of-fame-and-megalopolis,The Francis Ford Coppola Hall of Fame and Megalopolis,2024-09-30,NA,https://podscripts.co/podcasts/the-big-picture/the-francis-ford-coppola-hall-of-fame-and-megalopolis,TRUE,336,335,The Big Picture - The Francis Ford Coppola Hall of Fame and Megalopolis,ok,NA
wolfs-is-a-clooney-and-pitt-reunion-is-it-anything-else-plus-five-movies-you-need-to-see-this-month,Wolfs Is a Clooney and Pitt Reunion. Is It Anything Else? Plus: Five Movies You Need to See This Month.,2024-09-27,NA,https://podscripts.co/podcasts/the-big-picture/wolfs-is-a-clooney-and-pitt-reunion-is-it-anything-else-plus-five-movies-you-need-to-see-this-month,TRUE,262,260,The Big Picture - Wolfs Is a Clooney and Pitt Reunion. Is It Anything Else? Plus: Five Movies You Need to See This Month.,ok,NA
were-addicted-to-the-substance-plus-the-body-horror-hall-of-fame,"Were Addicted to The Substance. Plus, the Body Horror Hall of Fame!",2024-09-24,NA,https://podscripts.co/podcasts/the-big-picture/were-addicted-to-the-substance-plus-the-body-horror-hall-of-fame,TRUE,242,241,"The Big Picture - Were Addicted to The Substance. Plus, the Body Horror Hall of Fame!",ok,NA
the-brad-pitt-and-george-clooney-movie-draft,The Brad Pitt and George Clooney Movie Draft,2024-09-20,NA,https://podscripts.co/podcasts/the-big-picture/the-brad-pitt-and-george-clooney-movie-draft,TRUE,391,391,The Big Picture - The Brad Pitt and George Clooney Movie Draft,ok,NA
the-return-of-the-big-oscar-bet-and-the-best-movies-at-the-toronto-international-film-festival,The Return of the Big Oscar Bet and the Best Movies at the Toronto International Film Festival,2024-09-16,NA,https://podscripts.co/podcasts/the-big-picture/the-return-of-the-big-oscar-bet-and-the-best-movies-at-the-toronto-international-film-festival,TRUE,348,347,The Big Picture - The Return of the Big Oscar Bet and the Best Movies at the Toronto International Film Festival,ok,NA
speak-no-evil-and-the-top-five-get-me-the-f-out-of-here-movies-with-james-mcavoy,"Speak No Evil and the Top Five Get Me the F--- Out of Here Movies, With James McAvoy!",2024-09-13,NA,https://podscripts.co/podcasts/the-big-picture/speak-no-evil-and-the-top-five-get-me-the-f-out-of-here-movies-with-james-mcavoy,TRUE,439,439,"The Big Picture - Speak No Evil and the Top Five Get Me the F--- Out of Here Movies, With James McAvoy!",ok,NA
the-top-10-garbage-revenge-movies-and-rebel-ridge-with-jeremy-saulnier,"The Top 10 Garbage Revenge Movies and Rebel Ridge, With Jeremy Saulnier!",2024-09-10,NA,https://podscripts.co/podcasts/the-big-picture/the-top-10-garbage-revenge-movies-and-rebel-ridge-with-jeremy-saulnier,TRUE,353,352,"The Big Picture - The Top 10 Garbage Revenge Movies and Rebel Ridge, With Jeremy Saulnier!",ok,NA
beetlejuice-beetlejuice-and-top-five-tim-burton-movies,Beetlejuice Beetlejuice and Top Five Tim Burton Movies,2024-09-06,NA,https://podscripts.co/podcasts/the-big-picture/beetlejuice-beetlejuice-and-top-five-tim-burton-movies,TRUE,322,322,The Big Picture - Beetlejuice Beetlejuice and Top Five Tim Burton Movies,ok,NA
the-best-movies-at-telluride-and-the-10-most-anticipated-fall-films,The Best Movies at Telluride and the 10 Most Anticipated Fall Films,2024-09-04,NA,https://podscripts.co/podcasts/the-big-picture/the-best-movies-at-telluride-and-the-10-most-anticipated-fall-films,TRUE,366,366,The Big Picture - The Best Movies at Telluride and the 10 Most Anticipated Fall Films,ok,NA
the-michael-keaton-movie-mount-rushmore,The Michael Keaton Movie Mount Rushmore,2024-08-30,NA,https://podscripts.co/podcasts/the-big-picture/the-michael-keaton-movie-mount-rushmore,TRUE,432,431,The Big Picture - The Michael Keaton Movie Mount Rushmore,ok,NA
sicko-movie-mode-five-fked-up-features-to-close-out-the-summer,Sicko Movie Mode: Five F**ked-Up Features to Close Out the Summer,2024-08-27,NA,https://podscripts.co/podcasts/the-big-picture/sicko-movie-mode-five-fked-up-features-to-close-out-the-summer,TRUE,289,288,The Big Picture - Sicko Movie Mode: Five F**ked-Up Features to Close Out the Summer,ok,NA
3-keep-your-distance-the-hollywood-hack,3. Keep Your Distance | The Hollywood Hack,2024-08-23,NA,https://podscripts.co/podcasts/the-big-picture/3-keep-your-distance-the-hollywood-hack,TRUE,127,127,The Big Picture - 3. Keep Your Distance | The Hollywood Hack,ok,NA
2-all-hope-will-leave-you-the-hollywood-hack,2. All Hope Will Leave You | The Hollywood Hack,2024-08-21,NA,https://podscripts.co/podcasts/the-big-picture/2-all-hope-will-leave-you-the-hollywood-hack,TRUE,99,99,The Big Picture - 2. All Hope Will Leave You | The Hollywood Hack,ok,NA
1-the-world-will-be-full-of-fear-the-hollywood-hack,1. The World Will Be Full of Fear | The Hollywood Hack,2024-08-19,NA,https://podscripts.co/podcasts/the-big-picture/1-the-world-will-be-full-of-fear-the-hollywood-hack,TRUE,101,101,The Big Picture - 1. The World Will Be Full of Fear | The Hollywood Hack,ok,NA
alien-romulus-and-the-alien-movie-rankings,Alien: Romulus and the 'Alien' Movie Rankings,2024-08-16,NA,https://podscripts.co/podcasts/the-big-picture/alien-romulus-and-the-alien-movie-rankings,TRUE,349,348,The Big Picture - Alien: Romulus and the 'Alien' Movie Rankings,ok,NA
the-matt-damon-hall-of-fame-plus-the-anxious-wonder-of-didi,The Matt Damon Hall of Fame. Plus: The Anxious Wonder of Ddi.,2024-08-13,NA,https://podscripts.co/podcasts/the-big-picture/the-matt-damon-hall-of-fame-plus-the-anxious-wonder-of-didi,TRUE,414,414,The Big Picture - The Matt Damon Hall of Fame. Plus: The Anxious Wonder of Ddi.,ok,NA
sing-sing-is-one-of-the-best-things-youll-see-this-year-it-ends-with-us-is-not-our-700th-episode,Sing Sing Is One of the Best Things Youll See This Year. It Ends With Us Is Not. (Our 700th Episode!),2024-08-09,NA,https://podscripts.co/podcasts/the-big-picture/sing-sing-is-one-of-the-best-things-youll-see-this-year-it-ends-with-us-is-not-our-700th-episode,TRUE,243,242,The Big Picture - Sing Sing Is One of the Best Things Youll See This Year. It Ends With Us Is Not. (Our 700th Episode!),ok,NA
our-thirst-for-trap,Our Thirst for Trap,2024-08-05,NA,https://podscripts.co/podcasts/the-big-picture/our-thirst-for-trap,TRUE,266,265,The Big Picture - Our Thirst for Trap,ok,NA
sidney-lumet-at-100-the-essential-movies-from-an-american-master,Sidney Lumet at 100: The Essential Movies From an American Master,2024-07-30,NA,https://podscripts.co/podcasts/the-big-picture/sidney-lumet-at-100-the-essential-movies-from-an-american-master,TRUE,366,366,The Big Picture - Sidney Lumet at 100: The Essential Movies From an American Master,ok,NA
deadpool-wolverine-is-here-is-marvel-back,Deadpool & Wolverine Is Here. Is Marvel Back?,2024-07-26,NA,https://podscripts.co/podcasts/the-big-picture/deadpool-wolverine-is-here-is-marvel-back,TRUE,261,260,The Big Picture - Deadpool & Wolverine Is Here. Is Marvel Back?,ok,NA
were-so-back-with-a-movie-mega-mailbag,Were So Back With a Movie Mega-Mailbag!,2024-07-23,NA,https://podscripts.co/podcasts/the-big-picture/were-so-back-with-a-movie-mega-mailbag,TRUE,289,289,The Big Picture - Were So Back With a Movie Mega-Mailbag!,ok,NA
twisters-rocks-plus-the-top-five-natural-disaster-movies,"Twisters Rocks! Plus, the Top Five Natural Disaster Movies.",2024-07-19,NA,https://podscripts.co/podcasts/the-big-picture/twisters-rocks-plus-the-top-five-natural-disaster-movies,TRUE,228,228,"The Big Picture - Twisters Rocks! Plus, the Top Five Natural Disaster Movies.",ok,NA
the-2000s-summer-blockbuster-draft-live,The 2000s Summer Blockbuster Draft (Live!),2024-07-16,NA,https://podscripts.co/podcasts/the-big-picture/the-2000s-summer-blockbuster-draft-live,TRUE,308,308,The Big Picture - The 2000s Summer Blockbuster Draft (Live!),ok,NA
the-evil-in-longlegs-and-the-serial-killer-movie-canon,The Evil in Longlegs and the Serial Killer Movie Canon,2024-07-12,NA,https://podscripts.co/podcasts/the-big-picture/the-evil-in-longlegs-and-the-serial-killer-movie-canon,TRUE,276,276,The Big Picture - The Evil in Longlegs and the Serial Killer Movie Canon,ok,NA
the-10-best-movies-of-the-year-so-far,The 10 Best Movies of the Year So Far,2024-07-03,NA,https://podscripts.co/podcasts/the-big-picture/the-10-best-movies-of-the-year-so-far,TRUE,335,335,The Big Picture - The 10 Best Movies of the Year So Far,ok,NA
the-2024-movie-auction-chapter-two,The 2024 Movie Auction: Chapter Two,2024-07-01,NA,https://podscripts.co/podcasts/the-big-picture/the-2024-movie-auction-chapter-two,TRUE,416,415,The Big Picture - The 2024 Movie Auction: Chapter Two,ok,NA
the-surprising-a-quiet-place-day-one-and-kevin-costners-big-bet-on-horizon-an-american-saga-chapter-1,The Surprising A Quiet Place: Day One and Kevin Costners Big Bet on Horizon: An American Saga Chapter 1,2024-06-28,NA,https://podscripts.co/podcasts/the-big-picture/the-surprising-a-quiet-place-day-one-and-kevin-costners-big-bet-on-horizon-an-american-saga-chapter-1,TRUE,237,237,The Big Picture - The Surprising A Quiet Place: Day One and Kevin Costners Big Bet on Horizon: An American Saga Chapter 1,ok,NA
the-kevin-costner-hall-of-fame,The Kevin Costner Hall of Fame,2024-06-25,NA,https://podscripts.co/podcasts/the-big-picture/the-kevin-costner-hall-of-fame,TRUE,382,381,The Big Picture - The Kevin Costner Hall of Fame,ok,NA
the-bikeriders-and-the-dudes-rock-movie-canon-plus-kinds-of-kindness,"The Bikeriders and the Dudes Rock Movie Canon, Plus Kinds of Kindness",2024-06-21,NA,https://podscripts.co/podcasts/the-big-picture/the-bikeriders-and-the-dudes-rock-movie-canon-plus-kinds-of-kindness,TRUE,309,308,"The Big Picture - The Bikeriders and the Dudes Rock Movie Canon, Plus Kinds of Kindness",ok,NA
the-2002-movie-draft,The 2002 Movie Draft,2024-06-18,NA,https://podscripts.co/podcasts/the-big-picture/the-2002-movie-draft,TRUE,369,369,The Big Picture - The 2002 Movie Draft,ok,NA
inside-out-2-and-pixars-mount-rushmore-movies,Inside Out 2 and Pixars Mount Rushmore Movies,2024-06-14,NA,https://podscripts.co/podcasts/the-big-picture/inside-out-2-and-pixars-mount-rushmore-movies,TRUE,341,340,The Big Picture - Inside Out 2 and Pixars Mount Rushmore Movies,ok,NA
bad-boys-ride-or-die-and-the-will-smith-resurgence-plus-viggo-mortensen,"Bad Boys: Ride or Die and the Will Smith Resurgence. Plus, Viggo Mortensen!",2024-06-11,NA,https://podscripts.co/podcasts/the-big-picture/bad-boys-ride-or-die-and-the-will-smith-resurgence-plus-viggo-mortensen,TRUE,267,266,"The Big Picture - Bad Boys: Ride or Die and the Will Smith Resurgence. Plus, Viggo Mortensen!",ok,NA
hit-man-with-glen-powell-and-richard-linklater,Hit Man With Glen Powell and Richard Linklater!,2024-06-07,NA,https://podscripts.co/podcasts/the-big-picture/hit-man-with-glen-powell-and-richard-linklater,TRUE,263,262,The Big Picture - Hit Man With Glen Powell and Richard Linklater!,ok,NA
hollywood-is-broken-lets-start-a-movie-studio,Hollywood Is Broken. Lets Start a Movie Studio.,2024-06-04,NA,https://podscripts.co/podcasts/the-big-picture/hollywood-is-broken-lets-start-a-movie-studio,TRUE,394,393,The Big Picture - Hollywood Is Broken. Lets Start a Movie Studio.,ok,NA
the-richard-linklater-hall-of-fame,The Richard Linklater Hall of Fame,2024-05-31,NA,https://podscripts.co/podcasts/the-big-picture/the-richard-linklater-hall-of-fame,TRUE,425,425,The Big Picture - The Richard Linklater Hall of Fame,ok,NA
the-box-office-crisis-a-furiosa-deep-dive-and-the-mad-max-movie-rankings,"The Box Office Crisis, a Furiosa Deep Dive, and the 'Mad Max' Movie Rankings",2024-05-28,NA,https://podscripts.co/podcasts/the-big-picture/the-box-office-crisis-a-furiosa-deep-dive-and-the-mad-max-movie-rankings,TRUE,345,345,"The Big Picture - The Box Office Crisis, a Furiosa Deep Dive, and the 'Mad Max' Movie Rankings",ok,NA
furiosa-is-here-witness-it,Furiosa Is Here! Witness It!,2024-05-24,NA,https://podscripts.co/podcasts/the-big-picture/furiosa-is-here-witness-it,TRUE,216,216,The Big Picture - Furiosa Is Here! Witness It!,ok,NA
may-movie-massacre-if-back-to-black-and-unfrosted,"May Movie Massacre: IF,Back to Black, and Unfrosted",2024-05-21,NA,https://podscripts.co/podcasts/the-big-picture/may-movie-massacre-if-back-to-black-and-unfrosted,TRUE,328,328,"The Big Picture - May Movie Massacre: IF,Back to Black, and Unfrosted",ok,NA
the-action-movie-scene-draft,The Action Movie Scene Draft,2024-05-17,NA,https://podscripts.co/podcasts/the-big-picture/the-action-movie-scene-draft,TRUE,465,465,The Big Picture - The Action Movie Scene Draft,ok,NA
kingdom-of-the-planet-of-the-apes-and-the-apes-movie-rankings,Kingdom of the Planet of the Apes and the 'Apes' Movie Rankings,2024-05-14,NA,https://podscripts.co/podcasts/the-big-picture/kingdom-of-the-planet-of-the-apes-and-the-apes-movie-rankings,TRUE,358,358,The Big Picture - Kingdom of the Planet of the Apes and the 'Apes' Movie Rankings,ok,NA
an-ask-us-anything-mailbag-and-i-saw-the-tv-glow-with-jane-schoenbrun,"An Ask-Us-Anything Mailbag, and I Saw the TV Glow, with Jane Schoenbrun",2024-05-10,NA,https://podscripts.co/podcasts/the-big-picture/an-ask-us-anything-mailbag-and-i-saw-the-tv-glow-with-jane-schoenbrun,TRUE,412,412,"The Big Picture - An Ask-Us-Anything Mailbag, and I Saw the TV Glow, with Jane Schoenbrun",ok,NA
five-ways-well-watch-movies-in-the-future-and-the-idea-of-you,Five Ways Well Watch Movies in the Future and The Idea of You,2024-05-07,NA,https://podscripts.co/podcasts/the-big-picture/five-ways-well-watch-movies-in-the-future-and-the-idea-of-you,TRUE,276,276,The Big Picture - Five Ways Well Watch Movies in the Future and The Idea of You,ok,NA
the-fall-guy-and-top-five-ryan-gosling-movies,The Fall Guy and Top Five Ryan Gosling Movies,2024-05-03,NA,https://podscripts.co/podcasts/the-big-picture/the-fall-guy-and-top-five-ryan-gosling-movies,TRUE,262,262,The Big Picture - The Fall Guy and Top Five Ryan Gosling Movies,ok,NA
the-2024-movie-star-ranking-35-under-35,The 2024 Movie Star Ranking: 35 Under 35,2024-04-30,NA,https://podscripts.co/podcasts/the-big-picture/the-2024-movie-star-ranking-35-under-35,TRUE,470,470,The Big Picture - The 2024 Movie Star Ranking: 35 Under 35,ok,NA
challengers-is-sexy-sweaty-and-undeniable,"Challengers Is Sexy, Sweaty, and Undeniable",2024-04-26,NA,https://podscripts.co/podcasts/the-big-picture/challengers-is-sexy-sweaty-and-undeniable,TRUE,309,309,"The Big Picture - Challengers Is Sexy, Sweaty, and Undeniable",ok,NA
abigail-late-night-with-the-devil-and-the-10-best-horror-movies-of-2024-so-far,"Abigail,Late Night With the Devil, and the 10 Best Horror Movies of 2024 So Far",2024-04-23,NA,https://podscripts.co/podcasts/the-big-picture/abigail-late-night-with-the-devil-and-the-10-best-horror-movies-of-2024-so-far,TRUE,261,261,"The Big Picture - Abigail,Late Night With the Devil, and the 10 Best Horror Movies of 2024 So Far",ok,NA
the-10-most-anticipated-movies-of-summer-2024-plus-tarantinos-pivot-scorseses-sinatra-and-spielbergs-ufos,"The 10 Most Anticipated Movies of Summer 2024. Plus: Tarantinos Pivot, Scorseses Sinatra, and Spielbergs UFOs.",2024-04-19,NA,https://podscripts.co/podcasts/the-big-picture/the-10-most-anticipated-movies-of-summer-2024-plus-tarantinos-pivot-scorseses-sinatra-and-spielbergs-ufos,TRUE,278,278,"The Big Picture - The 10 Most Anticipated Movies of Summer 2024. Plus: Tarantinos Pivot, Scorseses Sinatra, and Spielbergs UFOs.",ok,NA
the-1999-movie-draft,The 1999 Movie Draft,2024-04-16,NA,https://podscripts.co/podcasts/the-big-picture/the-1999-movie-draft,TRUE,721,721,The Big Picture - The 1999 Movie Draft,ok,NA
civil-war-with-alex-garland-plus-the-10-most-anticipated-movies-out-of-cinemacon,Civil War With Alex Garland! Plus: The 10 Most Anticipated Movies Out of CinemaCon.,2024-04-12,NA,https://podscripts.co/podcasts/the-big-picture/civil-war-with-alex-garland-plus-the-10-most-anticipated-movies-out-of-cinemacon,TRUE,505,505,The Big Picture - Civil War With Alex Garland! Plus: The 10 Most Anticipated Movies Out of CinemaCon.,ok,NA
dune-part-two-and-the-10-best-movies-of-the-year-so-far,Dune: Part Two and the 10 Best Movies of the Year So Far,2024-04-09,NA,https://podscripts.co/podcasts/the-big-picture/dune-part-two-and-the-10-best-movies-of-the-year-so-far,TRUE,299,299,The Big Picture - Dune: Part Two and the 10 Best Movies of the Year So Far,ok,NA
monkey-man-is-here-plus-the-top-five-21st-century-directorial-debuts,"Monkey Man Is Here! Plus, the Top Five 21st Century Directorial Debuts.",2024-04-05,NA,https://podscripts.co/podcasts/the-big-picture/monkey-man-is-here-plus-the-top-five-21st-century-directorial-debuts,TRUE,260,260,"The Big Picture - Monkey Man Is Here! Plus, the Top Five 21st Century Directorial Debuts.",ok,NA
godzilla-x-kong-the-new-empire-and-the-steve-martin-hall-of-fame,Godzilla x Kong: The New Empire and the Steve Martin Hall of Fame,2024-04-02,NA,https://podscripts.co/podcasts/the-big-picture/godzilla-x-kong-the-new-empire-and-the-steve-martin-hall-of-fame,TRUE,376,376,The Big Picture - Godzilla x Kong: The New Empire and the Steve Martin Hall of Fame,ok,NA
the-babylon-watch-along,The Babylon Watch-Along,2024-03-26,NA,https://podscripts.co/podcasts/the-big-picture/the-babylon-watch-along,TRUE,657,657,The Big Picture - The Babylon Watch-Along,ok,NA
road-house-and-the-top-10-junk-fight-movies-plus-sydney-sweeneys-immaculate,Road House and the Top 10 Junk Fight Movies. Plus: Sydney Sweeneys Immaculate!,2024-03-22,NA,https://podscripts.co/podcasts/the-big-picture/road-house-and-the-top-10-junk-fight-movies-plus-sydney-sweeneys-immaculate,TRUE,336,336,The Big Picture - Road House and the Top 10 Junk Fight Movies. Plus: Sydney Sweeneys Immaculate!,ok,NA
the-1977-movie-draft,The 1977 Movie Draft,2024-03-19,NA,https://podscripts.co/podcasts/the-big-picture/the-1977-movie-draft,TRUE,381,381,The Big Picture - The 1977 Movie Draft,ok,NA
love-lies-bleeding-and-the-21st-century-noir-movie-canon,Love Lies Bleeding and the 21st Century Noir Movie Canon,2024-03-15,NA,https://podscripts.co/podcasts/the-big-picture/love-lies-bleeding-and-the-21st-century-noir-movie-canon,TRUE,219,219,The Big Picture - Love Lies Bleeding and the 21st Century Noir Movie Canon,ok,NA
the-2024-oscars-mailbag-and-a-way-too-early-look-at-2025-best-picture,The 2024 Oscars Mailbag and a Way-Too-Early Look at 2025 Best Picture,2024-03-12,NA,https://podscripts.co/podcasts/the-big-picture/the-2024-oscars-mailbag-and-a-way-too-early-look-at-2025-best-picture,TRUE,278,278,The Big Picture - The 2024 Oscars Mailbag and a Way-Too-Early Look at 2025 Best Picture,ok,NA
the-2024-oscars-the-year-of-oppenheimer-and-christopher-nolan,The 2024 Oscars: The Year of Oppenheimer and Christopher Nolan,2024-03-11,NA,https://podscripts.co/podcasts/the-big-picture/the-2024-oscars-the-year-of-oppenheimer-and-christopher-nolan,TRUE,254,254,The Big Picture - The 2024 Oscars: The Year of Oppenheimer and Christopher Nolan,ok,NA
oscar-predictions-who-will-win-and-should-win-at-the-2024-academy-awards,Oscar Predictions: Who Will Win and Should Win at the 2024 Academy Awards,2024-03-07,NA,https://podscripts.co/podcasts/the-big-picture/oscar-predictions-who-will-win-and-should-win-at-the-2024-academy-awards,TRUE,327,326,The Big Picture - Oscar Predictions: Who Will Win and Should Win at the 2024 Academy Awards,ok,NA
the-2024-alternative-oscars-aka-the-big-picks,"The 2024 Alternative Oscars, a.k.a. the Big Picks!",2024-03-06,NA,https://podscripts.co/podcasts/the-big-picture/the-2024-alternative-oscars-aka-the-big-picks,TRUE,380,380,"The Big Picture - The 2024 Alternative Oscars, a.k.a. the Big Picks!",ok,NA
dune-part-two-is-here-and-its-spectacular,Dune: Part Two Is Here and Its Spectacular,2024-03-01,NA,https://podscripts.co/podcasts/the-big-picture/dune-part-two-is-here-and-its-spectacular,TRUE,330,330,The Big Picture - Dune: Part Two Is Here and Its Spectacular,ok,NA
final-best-picture-power-rankings-and-how-oscar-voting-really-works,Final Best Picture Power Rankings and How Oscar Voting Really Works,2024-02-26,NA,https://podscripts.co/podcasts/the-big-picture/final-best-picture-power-rankings-and-how-oscar-voting-really-works,TRUE,307,306,The Big Picture - Final Best Picture Power Rankings and How Oscar Voting Really Works,ok,NA
drive-away-dolls-and-book-club-no-1-francis-ford-coppola-apocalypse-now-and-the-path-to-paradise,"Drive-Away Dolls and Book Club No. 1Francis Ford Coppola, Apocalypse Now, and The Path to Paradise",2024-02-23,NA,https://podscripts.co/podcasts/the-big-picture/drive-away-dolls-and-book-club-no-1-francis-ford-coppola-apocalypse-now-and-the-path-to-paradise,TRUE,165,165,"The Big Picture - Drive-Away Dolls and Book Club No. 1Francis Ford Coppola, Apocalypse Now, and The Path to Paradise",ok,NA
