page,row_on_page,title,episode_date,summary,transcript_url,slug,episode_type,year
20,7,Bros and Our Top Five 21st Century Comedies,2022-09-30,"Bros, Billy Eichners first leading role in a feature, is in theaters. Sean and Amanda dig into the movie before sharing their five favorite studio...",https://podscripts.co/podcasts/the-big-picture/bros-and-our-top-five-21st-century-comedies,bros-and-our-top-five-21st-century-comedies,ranking,2022
20,8,Blonde and the Top 5 Essential Marilyn Monroe Movies,2022-09-28,"Blonde, Andrew Dominiks long-awaited Marilyn Monroe biopic starring Ana de Armas, is now available on Netflix. Sean and Amanda dissect the films h...",https://podscripts.co/podcasts/the-big-picture/blonde-and-the-top-5-essential-marilyn-monroe-movies,blonde-and-the-top-5-essential-marilyn-monroe-movies,ranking,2022
20,9,The Dont Worry Darling Fiasco,2022-09-23,"Its the movie event of the fall, but not in a good way. Sean and Amanda break down all things Dont Worry Darling, Olivia Wildes controversy-racke...",https://podscripts.co/podcasts/the-big-picture/the-dont-worry-darling-fiasco,the-dont-worry-darling-fiasco,standard,2022
20,10,The Woman King and 10 Movies to See Now. Plus: The Best and Worst Films at TIFF.,2022-09-20,"After a quiet few weeks, movies are back in theaters in a big wayand none bigger than Gina Prince-Bythewoods warrior epic The Woman King. Sean and...",https://podscripts.co/podcasts/the-big-picture/the-woman-king-and-10-movies-to-see-now-plus-the-best-and-worst-films-at-tiff,the-woman-king-and-10-movies-to-see-now-plus-the-best-and-worst-films-at-tiff,standard,2022
20,11,The 1980s Comedy Movie Draft,2022-09-16,"We are drafting again! And were widening the scope this time around. Sean, Amanda, and Chris Ryan pick their faves and foil their pals in a draft of...",https://podscripts.co/podcasts/the-big-picture/the-1980s-comedy-movie-draft,the-1980s-comedy-movie-draft,draft,2022
20,12,'Barbarian'!!!,2022-09-13,"The no. 1 movie in America is a depraved, completely unpredictable horror movie: hallelujah! Sean and Amanda are joined by Chris Ryan (2:00) to talk a...",https://podscripts.co/podcasts/the-big-picture/barbarian,barbarian,standard,2022
20,13,500th Episode Call-In Spectacular!,2022-09-09,"We did it500 episodes! To celebrate, Sean, Amanda, andBobbyare taking your calls and answering your burning questions about their favorite episodes...",https://podscripts.co/podcasts/the-big-picture/500th-episode-call-in-spectacular,500th-episode-call-in-spectacular,standard,2022
20,14,10 Way-Too-Early Oscar Predictions and the Best Movies at Telluride,2022-09-06,"The Oscars Show is back! Sean recounts his biggest takeaways from Telluride and what can be gleaned for the upcoming awards season, before Sean and Am...",https://podscripts.co/podcasts/the-big-picture/10-way-too-early-oscar-predictions-and-the-best-movies-at-telluride,10-way-too-early-oscar-predictions-and-the-best-movies-at-telluride,oscar,2022
20,15,The 2005 Upside-Down Movie Draft,2022-09-02,"We are drafting again! And we have a twist: Rather than draft the best movies of 2005, were looking at some of the worst and making a case for them....",https://podscripts.co/podcasts/the-big-picture/the-2005-upside-down-movie-draft,the-2005-upside-down-movie-draft,draft,2022
20,16,The Sylvester Stallone Hall of Fame With Bill Simmons,2022-08-30,"Sylvester Stallone is back on the big screen in Samaritan, an Amazon Prime superhero vehicle with Stallone at the center. To mark the occasion, Sean...",https://podscripts.co/podcasts/the-big-picture/the-sylvester-stallone-hall-of-fame-with-bill-simmons,the-sylvester-stallone-hall-of-fame-with-bill-simmons,ranking,2022
20,17,"Our Top 5 Fantasy Favorites: Lord of the Rings,House of the Dragon, and Three Thousand Years of Longing",2022-08-26,"George Miller, the beloved filmmaker responsible for the 'Mad Max' films, 'Babe,' 'Happy Feet,' and more, has a new fantasy film called 'Three Thousan...",https://podscripts.co/podcasts/the-big-picture/our-top-5-fantasy-favorites-lord-of-the-rings-house-of-the-dragon-and-three-thousand-years-of-longing,our-top-5-fantasy-favorites-lord-of-the-rings-house-of-the-dragon-and-three-thousand-years-of-longing,ranking,2022
20,18,The 20 Most Anticipated Movies of Fall 2022,2022-08-22,"Its been a grim summer movie season, but a promising fall awaits. Amanda and Sean break down the summer doldrums at the box office and then share the...",https://podscripts.co/podcasts/the-big-picture/the-20-most-anticipated-movies-of-fall-2022,the-20-most-anticipated-movies-of-fall-2022,standard,2022
20,19,Top Five One Crazy Night Movies and Bodies Bodies Bodies,2022-08-12,Joanna Robinson joins Sean to dig into A24s new Gen Z horror-comedy-whodunit Bodies Bodies Bodies (0:00) and to share their five favorite one craz...,https://podscripts.co/podcasts/the-big-picture/top-five-one-crazy-night-movies-and-bodies-bodies-bodies,top-five-one-crazy-night-movies-and-bodies-bodies-bodies,ranking,2022
20,20,Prey and the Predator Movie Rankings,2022-08-08,"The latest in the Predator movie saga, Prey, is streaming on Hulu now. Chris Ryan joins Sean to talk about the film and where it sits in the Pred...",https://podscripts.co/podcasts/the-big-picture/prey-and-the-predator-movie-rankings,prey-and-the-predator-movie-rankings,ranking,2022
21,1,Bullet Train and the Top 5 Movies Set on a Train,2022-08-05,"Bullet Train, a new movie setyou guessed iton a Bullet Train, hits theaters this weekend. Van Lathan joins Sean to discuss the star-studded Brad P...",https://podscripts.co/podcasts/the-big-picture/bullet-train-and-the-top-5-movies-set-on-a-train,bullet-train-and-the-top-5-movies-set-on-a-train,ranking,2022
21,2,"Five New Films to Stream, Top Gun: Maverick for Best Picture, and a Summer Movie Mailbag",2022-08-02,Sean shares five new films to stream (1:00) before opening up the mailbag to answer your questions and beat the summer doldrums (22:00). Host: Sean Fe...,https://podscripts.co/podcasts/the-big-picture/five-new-films-to-stream-top-gun-maverick-for-best-picture-and-a-summer-movie-mailbag,five-new-films-to-stream-top-gun-maverick-for-best-picture-and-a-summer-movie-mailbag,mailbag,2022
21,3,The Gray Man and the Top 10TrashSpecial Ops Movies,2022-07-29,The Russo Brothers new Netflix action extravaganza got Sean and Chris Ryan thinking about a subgenre they love: trashy spy subcontractor stories. The...,https://podscripts.co/podcasts/the-big-picture/the-gray-man-and-the-top-10-trash-special-ops-movies,the-gray-man-and-the-top-10-trash-special-ops-movies,ranking,2022
21,4,The 1987 Mega-Movie Draft With Quentin Tarantino and Roger Avary!,2022-07-26,"We are drafting again and we have some special guests: Quentin Tarantino and Roger Avary, longtime friends, filmmaking collaborators, and the hosts of...",https://podscripts.co/podcasts/the-big-picture/the-1987-mega-movie-draft-with-quentin-tarantino-and-roger-avary,the-1987-mega-movie-draft-with-quentin-tarantino-and-roger-avary,draft,2022
21,5,Nope With Jordan Peele!,2022-07-22,"Nope, Jordan Peeles third feature film as writer-director, is in theaters now. Sean and Van Lathan dig into this complex, fascinating extraterrestr...",https://podscripts.co/podcasts/the-big-picture/nope-with-jordan-peele,nope-with-jordan-peele,interview,2022
21,6,"John Carpenters The Thing at 40, With John Carpenter!",2022-07-19,"This year marks the 40th anniversary of John Carpenters sci-fi horror masterpiece, one of the signature cult classics in American cinema. Sean and Ch...",https://podscripts.co/podcasts/the-big-picture/john-carpenters-the-thing-at-40-with-john-carpenter,john-carpenters-the-thing-at-40-with-john-carpenter,interview,2022
21,7,The 2022 Movie Auction Returns!,2022-07-15,"Its time to auction againafter a thrilling Part 1 earlier in the year, Chris rejoins Sean and Amanda to bid on the best of the rest of the movies of...",https://podscripts.co/podcasts/the-big-picture/the-2022-movie-auction-returns,the-2022-movie-auction-returns,standard,2022
21,8,Thor: Love and Thunder and Five Ways to Fix the Marvel Crisis,2022-07-12,Theres some angst among fans of the biggest franchise story of the 21st century. So Sean is joined by Charles Holmes and Rob Mahoney to discuss 'Thor...,https://podscripts.co/podcasts/the-big-picture/thor-love-and-thunder-and-five-ways-to-fix-the-marvel-crisis,thor-love-and-thunder-and-five-ways-to-fix-the-marvel-crisis,standard,2022
21,9,Thor: Love and Thunder Is Here!,2022-07-08,"Sean is joined by Joanna Robinson to reflect on the passing of the great James Caan, before breaking down Taika Waititis latest installment of the Th...",https://podscripts.co/podcasts/the-big-picture/thor-love-and-thunder-is-here,thor-love-and-thunder-is-here,standard,2022
21,10,The Effing Minions Episode and Top 5 Movies Well Show Our Kids,2022-07-05,"After years of threats, Sean and Amanda finally dive deep into the franchise that houses the worlds biggest movie stars: the Minions! They discuss th...",https://podscripts.co/podcasts/the-big-picture/the-effing-minions-episode-and-top-5-movies-well-show-our-kids,the-effing-minions-episode-and-top-5-movies-well-show-our-kids,ranking,2022
21,11,The 10 Best Movies of 2022 So Far,2022-07-01,Sean invites an all-star cast of Ringer contributors to share their favorite movies of the year. Hosts: Sean Fennessey and Amanda Dobbins Guests: Rob...,https://podscripts.co/podcasts/the-big-picture/the-10-best-movies-of-2022-so-far,the-10-best-movies-of-2022-so-far,standard,2022
21,12,The Ethan Hawke Hall of Fame and The Black Phone,2022-06-28,"Chris Ryan joins Sean to discuss the new horror thriller 'The Black Phone,' which stars one of our most beloved actors, Ethan Hawke (1:00). Then, they...",https://podscripts.co/podcasts/the-big-picture/the-ethan-hawke-hall-of-fame-and-the-black-phone,the-ethan-hawke-hall-of-fame-and-the-black-phone,ranking,2022
21,13,"Elvis,Walk Hard and Top Five Music Biopics",2022-06-24,"Baz Luhrmanns latest film, a life-spanning biopic of Elvis Presley, is here, and Sean and Amanda are breaking down this exhaustive, expansive new fil...",https://podscripts.co/podcasts/the-big-picture/elvis-walk-hard-and-top-five-music-biopics,elvis-walk-hard-and-top-five-music-biopics,ranking,2022
21,14,Lightyear and Five Signs of the Streaming Movie Apocalypse,2022-06-21,"Sean and Amanda break down 'Lightyear,' the one new movie in theaters while a whole bundle of new movies are streaming at home right now, and what tha...",https://podscripts.co/podcasts/the-big-picture/lightyear-and-five-signs-of-the-streaming-movie-apocalypse,lightyear-and-five-signs-of-the-streaming-movie-apocalypse,standard,2022
21,15,Spiderhead and the Five Netflix Movies That Matter,2022-06-17,Its real and its here. Chris Ryan joins Sean to discuss Netflixs new sci-fi drama Spiderhead. Then they discuss Netflixs challenges as a movie s...,https://podscripts.co/podcasts/the-big-picture/spiderhead-and-the-five-netflix-movies-that-matter,spiderhead-and-the-five-netflix-movies-that-matter,standard,2022
21,16,The 2009 Movie Draft,2022-06-14,We are drafting again! And Amanda is back! She and Sean are joined by Chris Ryan to pick their faves and foil their pals in a draft of the movies from...,https://podscripts.co/podcasts/the-big-picture/the-2009-movie-draft,the-2009-movie-draft,draft,2022
21,17,'Jurassic World: Dominion and the Jurassic Movie Rankings,2022-06-10,Theres a new installment of the Jurassic World series. Bryan Curtis joins Sean to break down the conclusion of the Jurassic saga and ranks all six...,https://podscripts.co/podcasts/the-big-picture/jurassic-world-dominion-and-the-jurassic-movie-rankings,jurassic-world-dominion-and-the-jurassic-movie-rankings,ranking,2022
21,18,Top Five Adam Sandler Movies and Hustle,2022-06-08,"Sean is joined by Rob Harvilla to discuss Adam Sandler, his new Netflix NBA drama Hustle, and share their top Sandler movies of all time. Host: Sea...",https://podscripts.co/podcasts/the-big-picture/top-five-adam-sandler-movies-and-hustle,top-five-adam-sandler-movies-and-hustle,ranking,2022
21,19,"The Most Awesome Movie of 2022, and 10 More to Stream Right Now. Plus, David Cronenberg!",2022-06-03,Its a recommendations episode! Sean breaks down 10 intriguing new movies that you can watch right now on a variety of streaming services (1:00). Then...,https://podscripts.co/podcasts/the-big-picture/the-most-awesome-movie-of-2022-and-10-more-to-stream-right-now-plus-david-cronenberg,the-most-awesome-movie-of-2022-and-10-more-to-stream-right-now-plus-david-cronenberg,standard,2022
21,20,Top Gun: Maverick: 100 Things We Loved About It,2022-05-31,"Movies are back, Maverick is back, Tom Cruise is back, and Sean and Amanda are back to dive deep into the movie phenomenon of this young summer: Top...",https://podscripts.co/podcasts/the-big-picture/top-gun-maverick-100-things-we-loved-about-it,top-gun-maverick-100-things-we-loved-about-it,standard,2022
22,1,Top Gun: Maverick Is Here!,2022-05-27,"It. Is. Here! Tom Cruises Maverick flies again, after a years-long wait. Sean and Amanda break down the exhilarating arrival of Top Gun: Maverick (...",https://podscripts.co/podcasts/the-big-picture/top-gun-maverick-is-here,top-gun-maverick-is-here,standard,2022
22,2,The Tom Cruise Hall of Fame,2022-05-24,"Its a whole darn week of Tom Cruise on The Big Picture, because Cruise is returning to the big screen after four long years with Top Gun: Maverick....",https://podscripts.co/podcasts/the-big-picture/the-tom-cruise-hall-of-fame,the-tom-cruise-hall-of-fame,ranking,2022
22,3,"Ex Machina,Annihilation, and Men: The Mind-bending Movies of Alex Garland",2022-05-20,"Sean is joined by Joanna Robinson to discuss the beguiling movies of writer-director Alex Garland, including his latest, the eerie folk-horror film M...",https://podscripts.co/podcasts/the-big-picture/ex-machina-annihilation-and-men-the-mind-bending-movies-of-alex-garland,ex-machina-annihilation-and-men-the-mind-bending-movies-of-alex-garland,standard,2022
22,4,The 1992 Movie Draft,2022-05-17,We are drafting again! And Amanda is back! She and Sean are joined by Chris Ryan to pick their faves and foil their pals in a draft of the movies from...,https://podscripts.co/podcasts/the-big-picture/the-1992-movie-draft,the-1992-movie-draft,draft,2022
22,5,The Stephen King Movie Hall of Fame,2022-05-13,"There is a new adaptation of Stephen Kings Firestarter out this weekend, which got us thinking about King movies and how they never really go away....",https://podscripts.co/podcasts/the-big-picture/the-stephen-king-movie-hall-of-fame,the-stephen-king-movie-hall-of-fame,ranking,2022
22,6,"Ask Sean Anything Mailbag: Avatar 2, 10 Exciting Under-40 Directors, and Everything Everywhere All at Once at the Oscars",2022-05-10,"Lets dig into the mailbag! Sean answers your questions about the year in movies so far, film book recommendations, what a producer actually does, and...",https://podscripts.co/podcasts/the-big-picture/ask-sean-anything-mailbag-avatar-2-10-exciting-under-40-directors-and-everything-everywhere-all-at-once-at-the-oscars,ask-sean-anything-mailbag-avatar-2-10-exciting-under-40-directors-and-everything-everywhere-all-at-once-at-the-oscars,oscar,2022
22,7,Doctor Strange in the Multiverse of Madness Is Here!,2022-05-06,"Its one of the years most anticipated movies, the first MCU entry of 2022, and the first movie in almost 10 years from the great Sam Raimi. Joanna R...",https://podscripts.co/podcasts/the-big-picture/doctor-strange-in-the-multiverse-of-madness-is-here,doctor-strange-in-the-multiverse-of-madness-is-here,standard,2022
22,8,"Spider-Man,The Evil Dead, and the Sam Raimi Rankings",2022-05-03,"This week sees the release of Dr. Strange in the Multiverse of Madness, which is directed by one of our favorite filmmakers, Sam Raimi. Adam Nayman...",https://podscripts.co/podcasts/the-big-picture/spider-man-the-evil-dead-and-the-sam-raimi-rankings,spider-man-the-evil-dead-and-the-sam-raimi-rankings,ranking,2022
22,9,"Nightmare Alley and Our Favorite Films Noir, With Patton Oswalt!",2022-04-29,"Of all the movies we saw in 2021, the one we keep returning to is Guillermo del Toros modern noir about a mysterious carnival worker. To dig deep int...",https://podscripts.co/podcasts/the-big-picture/nightmare-alley-and-our-favorite-films-noir-with-patton-oswalt,nightmare-alley-and-our-favorite-films-noir-with-patton-oswalt,interview,2022
22,10,The Nicolas Cage Hall of Fame and The Unbearable Weight of Massive Talent,2022-04-26,"Its Nic Cage season! To celebrate, Van Lathan and Rob Mahoney join Sean to talk about the new meta-action-comedy The Unbearable Weight of Massive Ta...",https://podscripts.co/podcasts/the-big-picture/the-nicolas-cage-hall-of-fame-and-the-unbearable-weight-of-massive-talent,the-nicolas-cage-hall-of-fame-and-the-unbearable-weight-of-massive-talent,ranking,2022
22,11,"The Northman, and the Top 5 Revenge Movies With Robert Eggers!",2022-04-22,"The breathtaking new action-adventure epic from Robert Eggers, the director of The Witch and The Lighthouse, is here. Chris Ryan joins to dive int...",https://podscripts.co/podcasts/the-big-picture/the-northman-and-the-top-5-revenge-movies-with-robert-eggers,the-northman-and-the-top-5-revenge-movies-with-robert-eggers,ranking,2022
22,12,The 2003 Movie Draft,2022-04-18,"We are drafting again! Sean and Amanda are joined by Chris Ryan, Mallory Rubin, and Joanna Robinson to pick their faves and foil their pals in a draft...",https://podscripts.co/podcasts/the-big-picture/the-2003-movie-draft,the-2003-movie-draft,draft,2022
22,13,Everything Everywhere All at Once and Top Five Most Audacious Movies,2022-04-14,"Were diving deep into Daniels multiversal extravaganza Everything Everywhere All at Once, one of the years most acclaimed and thrilling movies. S...",https://podscripts.co/podcasts/the-big-picture/everything-everywhere-all-at-once-and-top-five-most-audacious-movies,everything-everywhere-all-at-once-and-top-five-most-audacious-movies,ranking,2022
22,14,Top Five Action Movie Scenes and the Madness of Michael Bays Ambulance,2022-04-11,"Michael Bay is back on the big screen with 'Ambulance,' a thrilling, nonstop cornucopia of explosions, car chases, shoot-outs, bank robberies, and eme...",https://podscripts.co/podcasts/the-big-picture/top-five-action-movie-scenes-and-the-madness-of-michael-bays-ambulance,top-five-action-movie-scenes-and-the-madness-of-michael-bays-ambulance,ranking,2022
22,15,Movie Swap: Fargo vs. The English Patient,2022-04-07,Its time for another movie swap! Its a 1996 showdown as Sean sends Amanda the Coen Brothers thriller Fargo and Amanda returns volley with Anthony...,https://podscripts.co/podcasts/the-big-picture/movie-swap-fargo-vs-the-english-patient,movie-swap-fargo-vs-the-english-patient,interview,2022
22,16,Top Five Vampire Movies and Morbius',2022-04-04,"With the release of Morbius, Van Lathan joins Sean to discuss the new Spider-Man-adjacent Jared Leto vampire thriller (1:00). Then, they share their...",https://podscripts.co/podcasts/the-big-picture/top-five-vampire-movies-and-morbius,top-five-vampire-movies-and-morbius,ranking,2022
22,17,Life After the Slap: A Post-Oscars Mailbag,2022-03-29,"Its been a couple of days since one of the most shocking moments in Oscars history. Sean reflects on the Will SmithChris Rock incident, what the fut...",https://podscripts.co/podcasts/the-big-picture/life-after-the-slap-a-post-oscars-mailbag,life-after-the-slap-a-post-oscars-mailbag,oscar,2022
22,18,The 2022 Oscars: The Smack Heard Round the World,2022-03-28,"The 94th Academy Awards is in the books, and Sean and Joanna Robinson are here to break down all the winners, the ceremony, the hosts, and of course t...",https://podscripts.co/podcasts/the-big-picture/the-2022-oscars-the-smack-heard-round-the-world,the-2022-oscars-the-smack-heard-round-the-world,oscar,2022
22,19,The 2022 Oscar Predictions: Who Will Win and Who Should,2022-03-24,"Its almost time for the 94th annual Academy Awards, so Sean and Joanna Robinson are making picks in all 23 categories. Dont fill out your Oscar ball...",https://podscripts.co/podcasts/the-big-picture/the-2022-oscar-predictions-who-will-win-and-who-should,the-2022-oscar-predictions-who-will-win-and-who-should,oscar,2022
22,20,The 1990s Oscar Winners Draft. Plus: Ryusuke Hamaguchi!,2022-03-21,"With the Oscars right around the corner, Chris Ryan joins Sean and Amanda to draft their favorite Oscar winners from the 1990s (1:00). Then, Sean is j...",https://podscripts.co/podcasts/the-big-picture/the-1990s-oscar-winners-draft-plus-ryusuke-hamaguchi,the-1990s-oscar-winners-draft-plus-ryusuke-hamaguchi,oscar,2022
23,1,"X,Deep Water,Turning Red, and 10 New Movies You Need to See Now",2022-03-18,"Its a recommendations episode! Sean talks about 10 movies from 2022 that he likes, where you can watch them, and why you should (1:00). Spoiler alert...",https://podscripts.co/podcasts/the-big-picture/x-deep-water-turning-red-and-10-new-movies-you-need-to-see-now,x-deep-water-turning-red-and-10-new-movies-you-need-to-see-now,standard,2022
23,2,Top Five Film Scores. Plus: Hans Zimmer on 'Dune'!,2022-03-16,"Lets talk movie music. Writer Jayson Greene joins Sean to talk about the art of the film score, the giants of the form, this years Oscar nominees, a...",https://podscripts.co/podcasts/the-big-picture/top-five-film-scores-plus-hans-zimmer-on-dune,top-five-film-scores-plus-hans-zimmer-on-dune,oscar,2022
23,3,Top Five Best Picture Winners and Why The Power of the Dog Is This Years Front-runner,2022-03-14,"We are in the home stretch of a very long award season. On this episode, Sean is joined by Joanna Robinson and they are finally digging into Jane Camp...",https://podscripts.co/podcasts/the-big-picture/top-five-best-picture-winners-and-why-the-power-of-the-dog-is-this-years-front-runner,top-five-best-picture-winners-and-why-the-power-of-the-dog-is-this-years-front-runner,ranking,2022
23,4,The Free Guy Watch-along,2022-03-10,"Thats rightwe are watching Free Guy, one of the biggest hits of 2021 and a very divisive movie. Chris joins Sean and Amanda to discuss the Ryan Re...",https://podscripts.co/podcasts/the-big-picture/the-free-guy-watch-along,the-free-guy-watch-along,standard,2022
23,5,The Batman and Batman Movie Rankings,2022-03-07,Sean is joined by Van Lathan and Rob Mahoney to take a deep dive into Matt Reevess The Batman and have a spoiler-filled conversation (1:00) before...,https://podscripts.co/podcasts/the-big-picture/the-batman-and-batman-movie-rankings,the-batman-and-batman-movie-rankings,ranking,2022
23,6,The Batman Is Here!,2022-03-03,"Holy reaction podcast, Batman! Chris Ryan and Joanna Robinson join Sean to break down The Batman, the most-anticipated movie of the year so far (1:0...",https://podscripts.co/podcasts/the-big-picture/the-batman-is-here,the-batman-is-here,retrospective,2022
23,7,Best Picture Power Rankings and the Oscars Take Purge. Plus: jeen-yuhs: A Kanye Trilogy,2022-02-28,"Award season is (finally) in full swing. Joanna Robinson joins Sean to break down the SAG Awards, the state of Best Picture (1:00), and to let Sean ge...",https://podscripts.co/podcasts/the-big-picture/best-picture-power-rankings-and-the-oscars-take-purge-plus-jeen-yuhs-a-kanye-trilogy,best-picture-power-rankings-and-the-oscars-take-purge-plus-jeen-yuhs-a-kanye-trilogy,oscar,2022
23,8,The 2018 Movie Draft,2022-02-24,We are drafting again! Sean and Amanda are joined by Chris Ryan to pick their faves and foil their pals in another hotly contested draft of a memorabl...,https://podscripts.co/podcasts/the-big-picture/the-2018-movie-draft,the-2018-movie-draft,draft,2022
23,9,"Texas Chainsaw Massacre and the Most Extreme, Disreputable Movies Ever",2022-02-22,"Were looking at the latest chapter in the Texas Chainsaw Massacre story, now available on Netflix, and the history of extreme, depraved, disgusting...",https://podscripts.co/podcasts/the-big-picture/texas-chainsaw-massacre-and-the-most-extreme-disreputable-movies-ever,texas-chainsaw-massacre-and-the-most-extreme-disreputable-movies-ever,standard,2022
23,10,The 21st Century Action Hero Hall of Fame,2022-02-17,"Shea Serrano joins Sean to break down the landscape of action moviemaking. With Uncharted in theaters, featuring two generations of action heroMark...",https://podscripts.co/podcasts/the-big-picture/the-21st-century-action-hero-hall-of-fame,the-21st-century-action-hero-hall-of-fame,ranking,2022
23,11,"The Top 10 Junk Sci-Fi Movies, Moonfall, and Michael Manns Ferrari",2022-02-11,"In 2020, Chris Ryan and Sean identified a key subgenre in American moviesgarbage crimeand laid out what makes it great. Today on the show, a sequel...",https://podscripts.co/podcasts/the-big-picture/the-top-10-junk-sci-fi-movies-moonfall-and-michael-manns-ferrari,the-top-10-junk-sci-fi-movies-moonfall-and-michael-manns-ferrari,ranking,2022
23,12,"The 2022 Oscar Nominations: Snubs, Surprises, and WTFs!",2022-02-08,"The nominations for the 94th annual Academy Awards are here, and Amanda and Sean are breaking down all of them. Hosts: Sean Fennessey and Amanda Dobb...",https://podscripts.co/podcasts/the-big-picture/the-2022-oscar-nominations-snubs-surprises-and-wtfs,the-2022-oscar-nominations-snubs-surprises-and-wtfs,oscar,2022
23,13,"Netflixs Big Movie Year, Jackass Forever, and the Five Greatest Jackass Stunts of All Time",2022-02-04,"Chris Ryan joins Sean to break down the new trailer for Netflixs 2022 movie lineup (1:00), and then celebrate the new movie Jackass Forever (14:00)...",https://podscripts.co/podcasts/the-big-picture/netflixs-big-movie-year-jackass-forever-and-the-five-greatest-jackass-stunts-of-all-time,netflixs-big-movie-year-jackass-forever-and-the-five-greatest-jackass-stunts-of-all-time,standard,2022
23,14,The Best Movie of 2022 So Far and 10 Sundance Films You Need to Know,2022-01-31,"With the virtual 2022 Sundance Film Festival wrapped, Amy Nicholson rejoins Sean to discuss their experience from the couch, the big acquisitions, and...",https://podscripts.co/podcasts/the-big-picture/the-best-movie-of-2022-so-far-and-10-sundance-films-you-need-to-know,the-best-movie-of-2022-so-far-and-10-sundance-films-you-need-to-know,interview,2022
23,15,"Ten Movies to Stream, Best Picture Power Rankings, and an Ask Amanda Mailbag",2022-01-27,"Sean and Amanda hit on the Producers Guild, Writers Guild, and ACE Eddie nominations, key bellwethers of award season, and what they mean for the Acad...",https://podscripts.co/podcasts/the-big-picture/ten-movies-to-stream-best-picture-power-rankings-and-an-ask-amanda-mailbag,ten-movies-to-stream-best-picture-power-rankings-and-an-ask-amanda-mailbag,oscar,2022
23,16,Reservoir Dogs at 30 and the Legacy of Sundance 92,2022-01-25,We're hopping in a time machine back to 1992. Why? Its been 30 years since Quentin Tarantinos debut film premiered at the Sundance Film Festival alo...,https://podscripts.co/podcasts/the-big-picture/reservoir-dogs-at-30-and-the-legacy-of-sundance-92,reservoir-dogs-at-30-and-the-legacy-of-sundance-92,standard,2022
23,17,The 2022 Movie Auction!,2022-01-21,"Were auctioning off movies again, this time with a fresh slate for 2022. Chris Ryan joins Sean and Amanda to discuss the new Scream sequel (1:00),...",https://podscripts.co/podcasts/the-big-picture/the-2022-movie-auction,the-2022-movie-auction,interview,2022
23,18,The Tragedy of Macbeth and the Coen Brothers Movie Rankings,2022-01-19,"Sean and Amanda discuss Joel Coens The Tragedy of Macbeth, the latest Shakespeare adaptation, which stars Denzel Washington and is the directors f...",https://podscripts.co/podcasts/the-big-picture/the-tragedy-of-macbeth-and-the-coen-brothers-movie-rankings,the-tragedy-of-macbeth-and-the-coen-brothers-movie-rankings,ranking,2022
23,19,The Bradley Cooper Hall of Fame and the House of Gucci Oscars Surge,2022-01-14,"A surprising SAG Awards nomination has got Sean and Amanda thinking about Bradley Coopers unusual path to superstardom. In this episode, they discuss...",https://podscripts.co/podcasts/the-big-picture/the-bradley-cooper-hall-of-fame-and-the-house-of-gucci-oscars-surge,the-bradley-cooper-hall-of-fame-and-the-house-of-gucci-oscars-surge,oscar,2022
23,20,Lets Talk Licorice Pizza,2022-01-11,"Its time for a very important conversation about a very important film: Paul Thomas Andersons ninth feature, Licorice Pizza. Joining Sean and Aman...",https://podscripts.co/podcasts/the-big-picture/lets-talk-licorice-pizza,lets-talk-licorice-pizza,interview,2022
24,1,The 22 Most Anticipated Movies of 2022,2022-01-06,"Amanda and Sean are gearing up for a fun 2022 at the movies if they can go to the movies. On this episode, they pick their 11 most eagerly awaited f...",https://podscripts.co/podcasts/the-big-picture/the-22-most-anticipated-movies-of-2022,the-22-most-anticipated-movies-of-2022,standard,2022
24,2,Spider-Man: No Way Home for Best PictureWhy the Hell Not?,2022-01-04,Sean and Amanda look at a debate that has been roiling the movie industry for nearly 15 years: Should the Academy Awards more accurately reflect the i...,https://podscripts.co/podcasts/the-big-picture/spider-man-no-way-home-for-best-picture-why-the-hell-not,spider-man-no-way-home-for-best-picture-why-the-hell-not,oscar,2022
24,3,Encanto and the 10 Most Underrated Movies of 2021,2021-12-28,"Andy Greenwald joins Sean to discuss Disneys latest achievement in animation, Encanto, and share some tips for how to be a dad who wants to introdu...",https://podscripts.co/podcasts/the-big-picture/encanto-and-the-10-most-underrated-movies-of-2021,encanto-and-the-10-most-underrated-movies-of-2021,standard,2021
24,4,The Matrix Resurrections and the Wachowski Movie Rankings,2021-12-24,"The Matrix Resurrections is out in theaters and streaming on HBO Max. Sean and Amanda talk about the film, the franchise (1:00), and the Wachowskis...",https://podscripts.co/podcasts/the-big-picture/the-matrix-resurrections-and-the-wachowski-movie-rankings,the-matrix-resurrections-and-the-wachowski-movie-rankings,ranking,2021
24,5,Scream: The Oral History,2021-12-22,Alan Siegel interviews the cast and crew of Scream and uncovers what it took to get the iconic horror film made.You can read the written version of...,https://podscripts.co/podcasts/the-big-picture/scream-the-oral-history,scream-the-oral-history,interview,2021
24,6,"Spider-Mans Mega Box Office, Aaron Sorkins Being the Ricardos, and Best Picture Power Rankings",2021-12-21,Sean and Amanda hit the stunning box office success of Spider-Man: No Way Home (1:00). Then they circle back to the Oscar race because this week see...,https://podscripts.co/podcasts/the-big-picture/spider-mans-mega-box-office-aaron-sorkins-being-the-ricardos-and-best-picture-power-rankings,spider-mans-mega-box-office-aaron-sorkins-being-the-ricardos-and-best-picture-power-rankings,oscar,2021
