page,row_on_page,title,episode_date,summary,transcript_url,slug,episode_type,year
4,13,The 25 Best Movies of the Century: No. 14 - Moneyball,2025-07-28,Sean and Amanda return to continue their yearlong project of listing the 25 best movies of the 21st century so far. Today they discuss one of the grea...,https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-14-moneyball,the-25-best-movies-of-the-century-no-14-moneyball,standard,2025
4,14,The Fantastic Four: First Steps Is Here. Plus: Our Fall Film Festival Preview.,2025-07-25,"Sean and Amanda react to a long list of fall film festival lineup announcements; highlight their main takeaways from Venice, Toronto, and Telluride; a...",https://podscripts.co/podcasts/the-big-picture/the-fantastic-four-first-steps-is-here-plus-our-fall-film-festival-preview,the-fantastic-four-first-steps-is-here-plus-our-fall-film-festival-preview,standard,2025
4,15,The Chicago Movie Draft LIVE in Chicago!,2025-07-22,"Coming to you live from the Steppenwolf Theatre in Chicago, its The Big Picture! Sean and Amanda are joined by Chris Ryan and special guest Tracy Let...",https://podscripts.co/podcasts/the-big-picture/the-chicago-movie-draft-live-in-chicago,the-chicago-movie-draft-live-in-chicago,draft,2025
4,16,Ari Asters Eddington Is a Mirror. Like What You See?,2025-07-18,"Sean and Amanda are joined by Mean Pod Guy Adam Nayman to unpack Ari Asters divisive new film, Eddingtonstarring Joaquin Phoenix and Pedro Pasca...",https://podscripts.co/podcasts/the-big-picture/ari-asters-eddington-is-a-mirror-like-what-you-see,ari-asters-eddington-is-a-mirror-like-what-you-see,standard,2025
4,17,The 25 Best Movies of the Century: No. 15 - Inside Llewyn Davis,2025-07-16,Sean and Amanda return to continue their yearlong project of listing the 25 best movies of the 21st century so far. Today they discuss Joel and Ethan...,https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-15-inside-llewyn-davis,the-25-best-movies-of-the-century-no-15-inside-llewyn-davis,standard,2025
4,18,The Superman Movie Rankings,2025-07-14,Sean is joined by Van Lathan and Rob Mahoney to recap the opening weekend reaction to James Gunns Superman. They share their final thoughts on the...,https://podscripts.co/podcasts/the-big-picture/the-superman-movie-rankings,the-superman-movie-rankings,ranking,2025
4,19,Superman Is Here to Save the Day. Are We Saved?,2025-07-11,"Its a bird its a plane it's the 'Superman' episode! Sean and Amanda dive deep into James Gunns highly anticipated Superman, starring David Co...",https://podscripts.co/podcasts/the-big-picture/superman-is-here-to-save-the-day-are-we-saved,superman-is-here-to-save-the-day-are-we-saved,standard,2025
4,20,The 2025 Movie Auction Returns!,2025-07-08,"Sean and Amanda are joined by Chris Ryan to conduct Part 2 of their 2025 Movie Auction, where they draft, in auction format, some of the movies they'r...",https://podscripts.co/podcasts/the-big-picture/the-2025-movie-auction-returns,the-2025-movie-auction-returns,draft,2025
5,1,The 25 Best Movies of the Century: No. 16 - Oppenheimer,2025-07-04,"Sean and Amanda return to continue their yearlong project of listing the 25 best movies of the 21st century so far. Today, they discuss Christoper Nol...",https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-16-oppenheimer,the-25-best-movies-of-the-century-no-16-oppenheimer,standard,2025
5,2,Jurassic World Rebirth Does Not Find a Way. Plus: Nolans The Odyssey Is Coming!,2025-07-02,"Sean and Amanda are joined by Chris Ryan to lead a team of skilled operatives to the most dangerous place on earth, a Jurassic Park sequel. Before d...",https://podscripts.co/podcasts/the-big-picture/jurassic-world-rebirth-does-not-find-a-way-plus-nolans-the-odyssey-is-coming,jurassic-world-rebirth-does-not-find-a-way-plus-nolans-the-odyssey-is-coming,standard,2025
5,3,"F1 Is a Fast, Fierce Blockbuster Throwback, With Joseph Kosinski! Plus, The Future of James Bond.",2025-06-27,"Sean and Amanda start the show by reacting to two huge news headlines from this week, with Denis Villeneuve set to direct the next James Bond film and...",https://podscripts.co/podcasts/the-big-picture/f1-is-a-fast-fierce-blockbuster-throwback-with-joseph-kosinski-plus-the-future-of-james-bond,f1-is-a-fast-fierce-blockbuster-throwback-with-joseph-kosinski-plus-the-future-of-james-bond,standard,2025
5,4,The 25 Best Movies of the Century: No. 17 - Anchorman: The Legend of Ron Burgundy,2025-06-25,"Sean and Amanda return to continue their yearlong project of listing the 25 best movies of the 21st century so far. Today, they discuss Adam McKays ...",https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-17-anchorman-the-legend-of-ron-burgundy,the-25-best-movies-of-the-century-no-17-anchorman-the-legend-of-ron-burgundy,standard,2025
5,5,Our 800th Episode Ask-Us-Anything Mailbag. Plus: Elio and How to Train Your Dragon.,2025-06-23,Sean and Amanda celebrate 800 (!) episodes with a special Ask Us Anything movie mailbag. They answer your questions on whether or not 2025 has been...,https://podscripts.co/podcasts/the-big-picture/our-800th-episode-ask-us-anything-mailbag-plus-elio-and-how-to-train-your-dragon,our-800th-episode-ask-us-anything-mailbag-plus-elio-and-how-to-train-your-dragon,mailbag,2025
5,6,"'28 Years Later': Death, Zombies, and One of the Year's Best Movies",2025-06-21,"Sean and Amanda are joined by Chris Ryan and react to a myriad of different movie news headlines, including the Academys decision to give Tom Cruise...",https://podscripts.co/podcasts/the-big-picture/28-years-later-death-zombies-and-one-of-the-years-best-movies,28-years-later-death-zombies-and-one-of-the-years-best-movies,standard,2025
5,7,The 25 Best Movies of the Century: No. 18 - Before Sunset,2025-06-18,"Sean and Amanda return to continue their yearlong project of listing the 25 best movies of the 21st century so far. Today, they discuss Before Sunset...",https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-18-before-sunset,the-25-best-movies-of-the-century-no-18-before-sunset,standard,2025
5,8,The Advice Hour,2025-06-16,"Amanda and Sean went live on YouTube to give you, the people, life advice. They answered questions about how to confront smelly friends, whether you c...",https://podscripts.co/podcasts/the-big-picture/the-advice-hour,the-advice-hour,mailbag,2025
5,9,"Materialists and the Top Five Movie Love Triangles. Plus: The Life of Chuck, With Mike Flanagan.",2025-06-13,Sean and Amanda have an in-depth conversation and unpack their very mixed feelings on a pair of two new releases coming this weekend. They start with...,https://podscripts.co/podcasts/the-big-picture/materialists-and-the-top-five-movie-love-triangles-plus-the-life-of-chuck-with-mike-flanagan,materialists-and-the-top-five-movie-love-triangles-plus-the-life-of-chuck-with-mike-flanagan,ranking,2025
5,10,"Ballerina,Bring Her Back, and Dogma Reborn, with Kevin Smith!!!",2025-06-10,"Sean and Amanda are joined by Chris Ryan to discuss their disappointment with the newest installment in the John Wick franchise, From the World of Jo...",https://podscripts.co/podcasts/the-big-picture/ballerina-bring-her-back-and-dogma-reborn-with-kevin-smith,ballerina-bring-her-back-and-dogma-reborn-with-kevin-smith,interview,2025
5,11,"The Phoenician Scheme Is Here, With Wes Anderson!",2025-06-06,Sean and Amanda take a deep dive into one of their favorite directors' newest films: Wes Andersons The Phoenician Scheme. They discuss the new them...,https://podscripts.co/podcasts/the-big-picture/the-phoenician-scheme-is-here-with-wes-anderson,the-phoenician-scheme-is-here-with-wes-anderson,interview,2025
5,12,The 2000 Movie Mega-Draft,2025-06-04,We are drafting again! Sean and Amanda are joined by several Ringer all-stars for a mega-draft of the best movies from 2000. The Big Picture will b...,https://podscripts.co/podcasts/the-big-picture/the-2000-movie-mega-draft,the-2000-movie-mega-draft,draft,2025
5,13,The Shrek Pod,2025-05-30,Bobby Wagner joins the show to bid farewell to The Big Picture and The Ringer at large. We look back at how he started working on the show and run thr...,https://podscripts.co/podcasts/the-big-picture/the-shrek-pod,the-shrek-pod,standard,2025
5,14,"Lilo & Stitch,Friendship, and the Top Five Movie Friends",2025-05-28,Sean and Amanda start the show with a quick recap of all the awards handed out at the Cannes Film Festival and wonder what this year's Anora could b...,https://podscripts.co/podcasts/the-big-picture/lilo-stitch-friendship-and-the-top-five-movie-friends,lilo-stitch-friendship-and-the-top-five-movie-friends,ranking,2025
5,15,The 25 Best Movies of the Century: No. 19 - Spirited Away,2025-05-26,"Sean and Amanda return to continue their yearlong project of listing the 25 best movies of the 21st century so far. Today, they discuss Hayao Miyazaki...",https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-19-spirited-away,the-25-best-movies-of-the-century-no-19-spirited-away,standard,2025
5,16,Mission: ImpossibleThe Final Reckoning Is Here. How Will We Reckon With It?,2025-05-23,"Sean and Amanda need you to trust them one last time as they unpack the highly anticipated Mission: ImpossibleThe Final Reckoning, starring Tom Cru...",https://podscripts.co/podcasts/the-big-picture/mission-impossible-the-final-reckoning-is-here-how-will-we-reckon-with-it,mission-impossible-the-final-reckoning-is-here-how-will-we-reckon-with-it,interview,2025
5,17,The Final Destination Kill Rankings and Bloodlines,2025-05-20,"Sean is joined by Chris Ryan to discuss the flaw in deaths design by covering Final Destination Bloodlines, the latest installment in the legendary...",https://podscripts.co/podcasts/the-big-picture/the-final-destination-kill-rankings-and-bloodlines,the-final-destination-kill-rankings-and-bloodlines,ranking,2025
5,18,The Tom Cruise Movie Draft,2025-05-16,"Sean and Amanda are joined by Bill Simmons, Van Lathan, and Chris Ryan for a very special episode where they draft the best movies of Tom Cruises leg...",https://podscripts.co/podcasts/the-big-picture/the-tom-cruise-movie-draft,the-tom-cruise-movie-draft,draft,2025
5,19,The 25 Best Movies of the Century: No. 20 - Melancholia,2025-05-14,"Sean and Amanda return to continue their yearlong project of listing the 25 best movies of the 21st century so far. Today, they discuss Lars von Trier...",https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-20-melancholia,the-25-best-movies-of-the-century-no-20-melancholia,standard,2025
5,20,A Mailbag for All Time. Plus: Alex Ross Perry Returns!,2025-05-12,Sean and Amanda open up the mailbag once again to answer all of your questions about underrated indie directors theyd like to see get the Sean Baker...,https://podscripts.co/podcasts/the-big-picture/a-mailbag-for-all-time-plus-alex-ross-perry-returns,a-mailbag-for-all-time-plus-alex-ross-perry-returns,mailbag,2025
6,2,The Paul Newman Hall of Fame,2025-05-09,"Sean and Amanda briefly tease next weeks mailbag episode and react to the Golden Globes adding a new category for Best Podcast (1:34). Then, they div...",https://podscripts.co/podcasts/the-big-picture/the-paul-newman-hall-of-fame,the-paul-newman-hall-of-fame,mailbag,2025
6,3,The 2025 Movie Star Rankings: 35 Over 35. Plus: Nicolas Cage!,2025-05-06,Sean and Amanda briefly react to the news that President Donald Trump wants to impose a 100 percent tariff on any films produced outside of the United...,https://podscripts.co/podcasts/the-big-picture/the-2025-movie-star-rankings-35-over-35-plus-nicolas-cage,the-2025-movie-star-rankings-35-over-35-plus-nicolas-cage,ranking,2025
6,4,Thunderbolts* Is Marvels Return to Form. Is It Too Late?,2025-05-02,"Sean and Amanda are joined by their superhero correspondent, Mallory Rubin, to cover the latest installment of the Marvel Cinematic Universe with Jake...",https://podscripts.co/podcasts/the-big-picture/thunderbolts-is-marvels-return-to-form-is-it-too-late,thunderbolts-is-marvels-return-to-form-is-it-too-late,interview,2025
6,5,The 25 Best Movies of the Century: No. 21 - Mission: Impossible - Fallout,2025-04-30,"Sean and Amanda return to continue their yearlong project of listing the 25 best movies of the 21st century so far. Today, they discuss their favorite...",https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-21-mission-impossible-fallout,the-25-best-movies-of-the-century-no-21-mission-impossible-fallout,standard,2025
6,6,"Four Ways of Looking at an Action Movie: The Accountant 2,Havoc,A Working Man, and The Amateur",2025-04-28,Sean and Amanda are joined by Chris Ryan to recap their trip to the mobile Criterion Closet before celebrating the big box-office weekend performances...,https://podscripts.co/podcasts/the-big-picture/four-ways-of-looking-at-an-action-movie-the-accountant-2-havoc-a-working-man-and-the-amateur,four-ways-of-looking-at-an-action-movie-the-accountant-2-havoc-a-working-man-and-the-amateur,standard,2025
6,7,The Summer Movie Preview Game. Plus: David Cronenberg on The Shrouds.,2025-04-25,"Sean and Amanda briefly react to some Oscars news, including a rule requiring Academy members to watch the movies and the details surrounding the new...",https://podscripts.co/podcasts/the-big-picture/the-summer-movie-preview-game-plus-david-cronenberg-on-the-shrouds,the-summer-movie-preview-game-plus-david-cronenberg-on-the-shrouds,oscar,2025
6,8,The Sinners Surge. Plus: The Val Kilmer Hall of Fame!,2025-04-23,"Sean is joined by Chris Ryan to honor the late Val Kilmer by creating his Hall of Fame. Before creating the list, Chris shares his thoughts on why Rya...",https://podscripts.co/podcasts/the-big-picture/the-sinners-surge-plus-the-val-kilmer-hall-of-fame,the-sinners-surge-plus-the-val-kilmer-hall-of-fame,ranking,2025
6,9,The 25 Best Movies of the Century: No. 22 - Children of Men,2025-04-21,"Sean and Amanda return to continue their yearlong project of listing the 25 best movies of the 21st century so far. Today, they discuss Alfonso Cuarn...",https://podscripts.co/podcasts/the-big-picture/the-25-best-movies-of-the-century-no-22-children-of-men,the-25-best-movies-of-the-century-no-22-children-of-men,standard,2025
